Label: AG FM

Date Time	Elapsed	A1	B1	C1	A2	B2	C2	A3	B3	C3	A4	B4	C4
31/05/2018 02:00:00	513	59.35084	80.17744	63.6979	89.15722	79.83929	64.84428	85.96817	97.68627	51.12241	86.42226	89.75513	44.25264
31/05/2018 05:00:00	516	59.20254	80.72706	63.43333	89.7728	80.39888	64.46919	86.3696	97.84556	51.05623	86.66946	90.27766	44.00377
31/05/2018 08:00:00	519	59.02755	81.38101	63.07191	90.25839	81.17099	64.09898	87.06174	98.05618	50.68039	87.14034	90.59055	43.80067
31/05/2018 11:00:00	522	58.71181	81.82364	62.75218	90.63221	81.60659	63.67746	87.68644	98.16721	50.31117	87.36739	91.18005	43.72391
31/05/2018 14:00:00	525	58.49723	82.31989	62.57895	91.08432	82.26741	63.53241	88.33444	98.36026	50.23331	87.70222	91.66678	43.61097
31/05/2018 17:00:00	528	58.56968	82.94281	62.43058	91.67496	83.20982	63.37955	88.84774	98.47681	49.73628	88.15282	92.0649	43.4554
31/05/2018 20:00:00	531	58.31386	83.39699	62.35235	91.96027	83.78654	63.38004	89.29423	98.67418	49.70156	88.4908	92.64697	43.33491
31/05/2018 23:00:00	534	58.10191	83.82059	62.11311	92.43649	84.3245	63.05722	90.06799	98.79544	49.43142	88.91167	93.14498	43.11183
01/06/2018 02:00:00	537	57.92685	84.19162	61.94328	92.83111	85.13179	62.97635	90.54715	98.89385	49.31452	89.09044	93.61489	43.0953
01/06/2018 05:00:00	540	57.87093	84.52676	62.09793	93.25907	85.84622	63.2105	90.95976	99.06251	48.98212	89.28741	93.97611	43.04509
01/06/2018 08:00:00	543	57.94239	84.84633	61.80653	93.70785	86.19501	63.13218	91.48221	99.1427	48.81897	89.47478	94.39098	43.00589
01/06/2018 11:00:00	546	57.81074	85.21049	61.88029	94.00717	87.07534	63.01086	91.87128	99.31156	48.46809	89.74978	94.72846	42.89978
